Идентификатор рейса,Количество BSM в данном рейсе
8692497.0,1
8692499.0,1
8692502.0,1
8692503.0,1
8692504.0,1
8692505.0,0
8692506.0,1
8692508.0,1
8699613.0,0
8692510.0,1
8692511.0,1
8692512.0,1
8692513.0,2
8692516.0,0
8692517.0,1
8692518.0,1
8692520.0,0
8694180.0,1
8692522.0,0
8692523.0,1
8692525.0,1
8692526.0,1
8694178.0,1
8692529.0,1
8692533.0,1
8692536.0,1
8692540.0,1
8692541.0,1
8692542.0,1
8692545.0,1
8692546.0,1
8692547.0,-2
8692548.0,1
8692553.0,-1
8692556.0,1
8692557.0,1
8692558.0,1
8692559.0,0
8692561.0,0
8692564.0,1
8692565.0,1
8692566.0,1
8692568.0,1
8692569.0,1
8692570.0,1
8692571.0,1
8692572.0,1
8692573.0,1
8692576.0,1
8692577.0,1
8692579.0,0
8692580.0,1
8692583.0,1
8692584.0,1
8692585.0,1
8692588.0,1
8692592.0,1
8692594.0,1
8692598.0,1
8692599.0,0
8692600.0,1
8692601.0,1
8692605.0,1
8692878.0,1
8692880.0,1
8692884.0,1
8692885.0,1
8692886.0,1
8692888.0,1
8692889.0,1
8692890.0,1
8692892.0,1
8692894.0,1
8692895.0,1
8692898.0,1
8692900.0,1
8692901.0,1
8692904.0,1
8692906.0,1
8692908.0,1
8692909.0,1
8692911.0,1
8692912.0,1
8692913.0,1
8692916.0,1
8692341.0,2
8692922.0,1
8692923.0,1
8692925.0,1
8692928.0,1
8692930.0,1
8692931.0,1
8692934.0,0
8692935.0,1
8692937.0,1
8692939.0,1
8692941.0,-6
8692942.0,1
8692946.0,1
8692949.0,1
8692950.0,-8
8692952.0,1
8692953.0,1
8692959.0,1
8692961.0,1
8692962.0,1
8692965.0,1
8692966.0,1
8692969.0,1
8692970.0,1
8692972.0,1
8692974.0,1
8692978.0,1
8692979.0,1
8692984.0,-3
8692986.0,1
8692988.0,1
8692991.0,1
8692995.0,1
8692996.0,1
8692998.0,1
8693000.0,1
8693004.0,1
8693006.0,1
8693011.0,1
8693012.0,1
8693014.0,0
8693015.0,1
8693017.0,-6
8693018.0,1
8693099.0,1
8692347.0,1
8693024.0,1
8693025.0,1
8693028.0,1
8693029.0,1
8693098.0,1
8693035.0,1
8693037.0,1
8693039.0,1
8693040.0,1
8693041.0,1
8693096.0,1
8693045.0,1
8693046.0,1
8693095.0,1
8693048.0,1
8693051.0,1
8693055.0,1
8692348.0,1
8693058.0,0
8693092.0,1
8693090.0,1
8693062.0,1
8693064.0,1
8693067.0,1
8693069.0,1
8693070.0,1
8693072.0,55
8692809.0,1
8692812.0,1
8692813.0,1
8692814.0,1
8692815.0,1
8692818.0,1
8692820.0,1
8692821.0,1
8692826.0,-1
8692829.0,1
8692831.0,1
8692832.0,1
8692836.0,1
8692837.0,1
8692838.0,1
8692839.0,1
8692843.0,1
8692844.0,1
8692845.0,1
8692847.0,1
8692850.0,1
8692851.0,1
8692852.0,1
8692855.0,1
8692857.0,1
8692864.0,1
8692869.0,1
8692871.0,1
8692873.0,-1
8692877.0,1
8693546.0,1
8693548.0,1
8693549.0,1
8693552.0,2
8693553.0,1
8693554.0,1
8693555.0,1
8693557.0,1
8693563.0,0
8693568.0,0
8693570.0,1
8693571.0,1
8693576.0,1
8693578.0,1
8693581.0,1
8693583.0,1
8693588.0,1
8693597.0,1
8693599.0,0
8693602.0,1
8693603.0,1
8693608.0,1
8693609.0,1
8693610.0,1
8693613.0,1
8693614.0,1
8693616.0,1
8693248.0,0
8693249.0,1
8693251.0,2
8693252.0,1
8693254.0,0
8693255.0,1
8693256.0,1
8693257.0,2
8693260.0,2
8693262.0,1
8693263.0,3
8693264.0,1
8693266.0,2
8693267.0,2
8693269.0,3
8693270.0,8
8693271.0,3
8693272.0,1
8693273.0,-3
8693274.0,0
8693276.0,-2
8693277.0,1
8693278.0,-1
8693281.0,1
8693282.0,1
8693283.0,-1
8693284.0,1
8693285.0,1
8693286.0,1
8693287.0,-7
8693288.0,2
8693292.0,2
8693293.0,2
8693295.0,2
8693297.0,2
8693298.0,1
8693299.0,1
8693300.0,1
8693303.0,1
8693304.0,1
8693305.0,1
8693308.0,1
8693309.0,1
8693310.0,1
8693314.0,1
8693318.0,1
8693319.0,1
8693323.0,1
8693327.0,0
8693328.0,0
8693329.0,0
8693334.0,1
8693335.0,1
8693339.0,0
8693341.0,1
8693343.0,1
8693345.0,1
8693350.0,1
8693351.0,1
8693353.0,1
8693355.0,1
8693356.0,1
8693358.0,1
8693359.0,0
8693360.0,1
8693361.0,-1
8693362.0,0
8693365.0,1
8693367.0,1
8693368.0,1
8693370.0,1
8693372.0,-15
8693375.0,1
8693376.0,1
8693377.0,1
8693380.0,1
8693383.0,1
8693385.0,1
8693386.0,1
8693390.0,1
8693391.0,1
8693392.0,1
8693393.0,1
8693396.0,1
8693397.0,1
8693398.0,1
8693399.0,1
8693400.0,1
8693402.0,1
8693403.0,1
8693405.0,1
8693406.0,1
8693407.0,1
8693409.0,2
8693411.0,1
8693412.0,1
8693415.0,1
8693417.0,0
8693419.0,0
8693422.0,1
8693423.0,1
8693425.0,1
8693428.0,1
8693433.0,1
8693439.0,1
8693441.0,1
8693443.0,1
8693444.0,1
8693445.0,1
8693448.0,1
8693449.0,1
8693450.0,1
8693452.0,1
8693453.0,1
8693454.0,1
8693456.0,0
8693458.0,-2
8693459.0,1
8693460.0,1
8693464.0,0
8693465.0,0
8693466.0,1
8693467.0,1
8693469.0,1
8693470.0,1
8693471.0,1
8693473.0,1
8693475.0,1
8693476.0,0
8693477.0,1
8693479.0,1
8693480.0,0
8693482.0,1
8693485.0,1
8693486.0,1
8693487.0,1
8693489.0,1
8693491.0,1
8693492.0,1
8693493.0,1
8693496.0,0
8693500.0,1
8693501.0,1
8693502.0,1
8693503.0,1
8693506.0,1
8693508.0,1
8693509.0,1
8693511.0,1
8693512.0,1
8693513.0,1
8693514.0,1
8693517.0,1
8693520.0,1
8693521.0,1
8693524.0,5
8693525.0,1
8693526.0,1
8693530.0,1
8693532.0,0
8693534.0,1
8693535.0,1
8693538.0,1
8693539.0,1
8693540.0,1
8693544.0,1
8693618.0,1
8693619.0,1
8693621.0,1
8693622.0,1
8693623.0,-8
8693627.0,1
8693630.0,1
8693631.0,1
8693635.0,1
8693636.0,1
8693638.0,1
8693639.0,1
8693640.0,1
8693642.0,1
8693647.0,1
8693648.0,1
8693650.0,1
8693651.0,1
8693654.0,1
8693657.0,1
8693658.0,1
8693659.0,1
8693661.0,1
8693663.0,1
8693664.0,1
8693668.0,1
8693670.0,1
8693676.0,1
8693678.0,1
8693679.0,1
8693684.0,1
8693685.0,1
8693687.0,1
8693689.0,1
8693690.0,1
8693695.0,1
8693696.0,1
8693698.0,1
8693705.0,1
8693708.0,1
8693709.0,1
8693710.0,1
8693711.0,1
8693712.0,1
8693713.0,1
8693714.0,1
8693717.0,1
8693719.0,1
8693721.0,-4
8693723.0,-1
8693726.0,1
8693729.0,1
8693730.0,1
8693733.0,1
8693737.0,1
8693738.0,1
8693739.0,1
8693741.0,0
8693742.0,1
8693744.0,1
8693746.0,1
8693747.0,1
8693751.0,1
8693754.0,1
8693762.0,1
8693765.0,1
8693766.0,1
8693771.0,1
8693774.0,1
8693776.0,1
8693777.0,1
8693781.0,1
8693782.0,1
8693783.0,1
8693784.0,1
8693788.0,1
8693789.0,1
8693791.0,0
8693792.0,1
8693795.0,1
8693796.0,1
8693797.0,1
8693798.0,1
8693802.0,1
8693805.0,1
8693806.0,1
8693807.0,1
8693809.0,1
8693813.0,1
8693815.0,1
8693817.0,1
8693819.0,1
8693820.0,1
8693821.0,1
8693822.0,1
8693823.0,1
8693825.0,1
8693826.0,1
8693828.0,1
8693829.0,1
8693832.0,1
8693834.0,0
8693838.0,-10
8693840.0,1
8693842.0,-8
8693845.0,1
8693846.0,1
8693849.0,1
8693851.0,1
8693853.0,1
8693856.0,1
8693859.0,1
8693862.0,1
8693863.0,1
8693864.0,1
8693866.0,1
8693868.0,1
8693869.0,1
8693873.0,1
8693875.0,1
8693876.0,1
8693879.0,1
8693882.0,1
8693885.0,-5
8693887.0,1
8693889.0,1
8693890.0,1
8693896.0,1
8693897.0,1
8693900.0,1
8693902.0,1
8693904.0,1
8693905.0,1
8693908.0,1
8693912.0,1
8693913.0,-6
8693915.0,1
8693917.0,1
8693920.0,1
8693921.0,1
8693923.0,1
8693925.0,1
8693926.0,1
8693930.0,1
8693931.0,1
8693932.0,1
8693933.0,1
8693937.0,1
8693939.0,1
8693942.0,1
8693944.0,1
8693947.0,1
8693950.0,-2
8693953.0,1
8693956.0,1
8693957.0,1
8693960.0,1
8693961.0,1
8693963.0,57
8693965.0,1
8693966.0,1
8693970.0,1
8693972.0,1
8693975.0,1
8693976.0,1
8693978.0,1
8693981.0,1
8693982.0,0
8693983.0,1
8693985.0,1
8693988.0,1
8693989.0,1
8693990.0,1
8694184.0,1
8694185.0,0
8696006.0,1
8707849.0,1
8707861.0,1
8693243.0,1
8694528.0,1
8694530.0,1
8694531.0,1
8694532.0,2
8694534.0,1
8694535.0,1
8694538.0,1
8694544.0,1
8694545.0,2
8694552.0,1
8694555.0,1
8694558.0,1
8694560.0,1
8694570.0,1
8694572.0,0
8694576.0,1
8694578.0,1
8694580.0,1
8694581.0,1
8694584.0,1
8694585.0,1
8694586.0,1
8694589.0,1
8694592.0,1
8694595.0,0
8694596.0,1
8694597.0,-7
8694598.0,1
8694201.0,0
8694207.0,0
8694208.0,1
8694209.0,1
8694210.0,1
8694211.0,1
8694213.0,0
8694215.0,1
8694216.0,1
8694217.0,2
8694219.0,1
8694220.0,11
8694221.0,2
8694225.0,-1
8694226.0,2
8694227.0,3
8694228.0,1
8694229.0,7
8694231.0,3
8694232.0,3
8694233.0,1
8694234.0,-4
8694236.0,0
8694237.0,1
8694238.0,-4
8694239.0,0
8694243.0,1
8694244.0,1
8694245.0,1
8694246.0,2
8694247.0,1
8694248.0,1
8694253.0,1
8694254.0,2
8694255.0,2
8694258.0,0
8694259.0,1
8694260.0,-2
8694261.0,1
8694262.0,0
8694263.0,1
8694264.0,1
8694266.0,1
8694267.0,1
8694271.0,1
8694272.0,1
8694273.0,1
8694275.0,1
8694278.0,2
8694282.0,1
8694283.0,1
8694294.0,0
8694295.0,0
8694299.0,1
8694302.0,1
8694305.0,0
8694308.0,1
8694309.0,1
8694310.0,1
8694315.0,1
8694319.0,1
8694321.0,1
8694323.0,1
8694324.0,1
8694325.0,0
8694327.0,1
8694328.0,-1
8694329.0,1
8694332.0,1
8694334.0,1
8694336.0,1
8694340.0,-3
8694341.0,1
8694342.0,-1
8694343.0,0
8694344.0,1
8694350.0,1
8694351.0,1
8694354.0,1
8694355.0,1
8694356.0,1
8694358.0,1
8694361.0,1
8694362.0,1
8694364.0,2
8694365.0,1
8694367.0,1
8694368.0,1
8694369.0,1
8694370.0,1
8694371.0,1
8694373.0,1
8694374.0,1
8694376.0,0
8694377.0,1
8694380.0,1
8694381.0,1
8694382.0,2
8694384.0,1
8694385.0,1
8694386.0,1
8694387.0,1
8694390.0,0
8694391.0,0
8694394.0,1
8694395.0,1
8694398.0,1
8694399.0,1
8694407.0,1
8694411.0,1
8694413.0,1
8694416.0,1
8694417.0,1
8694418.0,1
8694419.0,1
8694420.0,2
8694422.0,0
8694425.0,1
8694426.0,1
8694427.0,1
8694429.0,1
8694432.0,0
8694434.0,0
8694437.0,1
8694438.0,1
8694439.0,1
8694440.0,1
8694441.0,1
8694442.0,1
8694444.0,0
8694446.0,1
8694448.0,1
8694449.0,0
8694450.0,1
8694452.0,1
8694454.0,1
8694455.0,3
8694456.0,1
8694459.0,2
8694460.0,1
8694464.0,1
8694466.0,1
8694469.0,0
8694471.0,1
8694473.0,1
8694474.0,1
8694475.0,1
8694479.0,1
8694482.0,1
8694483.0,1
8694485.0,1
8694486.0,1
8694488.0,1
8694490.0,0
8694492.0,1
8694494.0,1
8694495.0,1
8694497.0,0
8694501.0,1
8694502.0,5
8694503.0,2
8694504.0,1
8694505.0,1
8694507.0,1
8694510.0,1
8694512.0,0
8694514.0,1
8694516.0,1
8694518.0,1
8694519.0,1
8694521.0,1
8694522.0,1
8694524.0,1
8694602.0,1
8694606.0,1
8694608.0,1
8694609.0,1
8694610.0,1
8694611.0,1
8694613.0,1
8694614.0,1
8694616.0,1
8694618.0,1
8694620.0,1
8694622.0,1
8694623.0,1
8694626.0,1
8694627.0,1
8694633.0,1
8694635.0,1
8694637.0,1
8694638.0,1
8694639.0,1
8694640.0,1
8694641.0,1
8694642.0,1
8694644.0,1
8694648.0,1
8694649.0,1
8694650.0,1
8694651.0,1
8694654.0,1
8694656.0,1
8694659.0,1
8694662.0,1
8694668.0,1
8694669.0,1
8694670.0,1
8694673.0,1
8694675.0,1
8694680.0,1
8694683.0,1
8694685.0,1
8694686.0,1
8694687.0,1
8694690.0,1
8694691.0,0
8694692.0,1
8694694.0,1
8694697.0,1
8694699.0,4
8694703.0,1
8694705.0,1
8694707.0,1
8694710.0,1
8694711.0,1
8694713.0,1
8694714.0,1
8694715.0,1
8694718.0,1
8694719.0,1
8694721.0,1
8694724.0,1
8694725.0,1
8694726.0,1
8694727.0,1
8694729.0,1
8694735.0,1
8694739.0,1
8694742.0,1
8694746.0,1
8694747.0,1
8694749.0,1
8694750.0,1
8694751.0,1
8694757.0,1
8694759.0,1
8694761.0,1
8694762.0,1
8694763.0,1
8694767.0,1
8694770.0,0
8694772.0,1
8694773.0,1
8694775.0,1
8694776.0,1
8694778.0,-5
8694780.0,1
8694782.0,1
8694783.0,1
8694785.0,1
8694786.0,1
8694789.0,1
8694792.0,1
8694795.0,1
8694802.0,1
8694803.0,1
8694806.0,1
8694808.0,1
8694811.0,1
8694812.0,1
8694813.0,1
8694814.0,0
8694818.0,0
8694822.0,1
8694823.0,1
8694825.0,-8
8694827.0,1
8694828.0,1
8694829.0,1
8694837.0,-1
8694838.0,1
8694839.0,1
8694841.0,1
8694842.0,1
8694847.0,1
8694849.0,1
8694852.0,1
8694853.0,1
8694855.0,0
8694859.0,0
8694862.0,1
8694863.0,1
8694869.0,1
8694870.0,1
8694871.0,1
8694874.0,1
8694877.0,1
8694880.0,1
8694881.0,1
8694884.0,1
8694887.0,1
8694893.0,1
8694894.0,0
8694895.0,-5
8694896.0,0
8694900.0,1
8694902.0,1
8694903.0,1
8694904.0,1
8694906.0,1
8694908.0,1
8694909.0,1
8694914.0,1
8694915.0,1
8694918.0,1
8694921.0,1
8694923.0,1
8694924.0,1
8694927.0,1
8694929.0,1
8694931.0,1
8694935.0,1
8694939.0,1
8694941.0,1
8694943.0,1
8694945.0,1
8694948.0,1
8694949.0,1
8694952.0,57
8694956.0,1
8694958.0,1
8694959.0,1
8694962.0,1
8694964.0,1
8694966.0,1
8694969.0,1
8694970.0,1
8694972.0,1
8694974.0,1
8694975.0,1
8694977.0,1
8701683.0,1
8701684.0,1
8701687.0,1
8702596.0,1
8709600.0,1
8695421.0,0
8695423.0,1
8695424.0,1
8695425.0,1
8695426.0,1
8695428.0,1
8695429.0,1
8695430.0,1
8695434.0,0
8695435.0,1
8695436.0,1
8695439.0,1
8695440.0,1
8695443.0,1
8695444.0,1
8695446.0,1
8695448.0,1
8695449.0,1
8695454.0,1
8695460.0,1
8695463.0,1
8695467.0,1
8695473.0,1
8695483.0,1
8695487.0,0
8695488.0,1
8695347.0,1
8695134.0,-1
8695138.0,1
8695139.0,1
8695140.0,1
8695142.0,1
8695143.0,1
8695144.0,-2
8695148.0,0
8695149.0,1
8695150.0,1
8695153.0,1
8695155.0,1
8695156.0,2
8695158.0,3
8695160.0,1
8695161.0,3
8695163.0,7
8695164.0,3
8695166.0,1
8695167.0,3
8695168.0,0
8695169.0,0
8695170.0,0
8695172.0,0
8695173.0,0
8695177.0,1
8695178.0,1
8695179.0,1
8695180.0,1
8695181.0,1
8695182.0,2
8695186.0,1
8695187.0,1
8695188.0,2
8695190.0,2
8695192.0,1
8695194.0,-11
8695195.0,1
8695196.0,1
8695197.0,1
8695198.0,1
8695199.0,1
8695200.0,1
8695203.0,1
8695204.0,1
8695205.0,12
8695211.0,1
8695215.0,1
8695216.0,1
8695220.0,1
8695224.0,0
8695225.0,0
8695226.0,1
8695230.0,1
8695233.0,0
8695235.0,1
8695238.0,1
8695239.0,1
8695244.0,1
8695247.0,1
8695248.0,1
8695249.0,1
8695250.0,0
8695252.0,1
8695253.0,1
8695254.0,1
8695255.0,-1
8695256.0,0
8695259.0,1
8695261.0,1
8695262.0,1
8695264.0,1
8695265.0,1
8695267.0,-2
8695269.0,-1
8695270.0,1
8695274.0,1
8695276.0,1
8695277.0,1
8695278.0,1
8695282.0,1
8695284.0,1
8695287.0,2
8695288.0,1
8695289.0,1
8695290.0,1
8695291.0,1
8695292.0,0
8695294.0,1
8695295.0,-1
8695297.0,1
8695298.0,1
8695300.0,1
8695302.0,1
8695303.0,1
8695306.0,1
8695307.0,1
8695310.0,0
8695311.0,0
8695312.0,-2
8695314.0,1
8695315.0,1
8695318.0,1
8695319.0,1
8695325.0,1
8695327.0,2
8695328.0,1
8695333.0,1
8695334.0,1
8695336.0,1
8695338.0,1
8695341.0,4
8695342.0,1
8695343.0,1
8695346.0,2
8695133.0,-4
8695348.0,0
8695349.0,1
8695350.0,1
8695353.0,1
8695355.0,0
8695356.0,1
8695358.0,1
8695359.0,1
8695361.0,1
8695363.0,2
8695365.0,1
8695366.0,1
8695367.0,1
8695369.0,1
8695370.0,0
8695372.0,1
8695373.0,1
8695375.0,0
8695378.0,1
8695379.0,1
8695381.0,1
8695385.0,0
8695387.0,1
8695389.0,1
8695390.0,1
8695392.0,1
8695393.0,1
8695396.0,1
8695398.0,1
8695400.0,0
8695401.0,1
8695403.0,1
8695405.0,1
8695407.0,0
8695409.0,1
8695411.0,1
8695412.0,5
8695414.0,1
8695415.0,1
8695416.0,1
8695419.0,0
8695490.0,1
8695491.0,1
8695493.0,1
8695496.0,1
8695497.0,1
8695498.0,1
8695500.0,1
8695501.0,1
8695503.0,1
8695505.0,1
8695507.0,1
8695508.0,1
8695510.0,-3
8695515.0,1
8695517.0,1
8695519.0,1
8695522.0,1
8695523.0,1
8695524.0,1
8695526.0,1
8695528.0,1
8695529.0,1
8695532.0,1
8695533.0,1
8695534.0,1
8695536.0,1
8695540.0,2
8695543.0,1
8695544.0,1
8695545.0,1
8695547.0,1
8695548.0,1
8695549.0,1
8695551.0,1
8695553.0,1
8695557.0,1
8695558.0,1
8695562.0,1
8695564.0,1
8695568.0,1
8695572.0,1
8695574.0,1
8695575.0,1
8695577.0,1
8695581.0,1
8695583.0,1
8695588.0,1
8695590.0,0
8695593.0,1
8695595.0,1
8695597.0,1
8695598.0,1
8695599.0,0
8695600.0,1
8695602.0,1
8695604.0,1
8695607.0,-5
8695609.0,1
8695614.0,1
8695616.0,1
8695617.0,1
8695621.0,1
8695623.0,1
8695624.0,1
8695628.0,1
8695629.0,1
8695630.0,1
8695635.0,1
8695636.0,1
8695637.0,1
8695640.0,1
8695641.0,1
8695644.0,1
8695654.0,1
8695658.0,1
8695660.0,1
8695662.0,1
8695663.0,1
8695665.0,1
8695667.0,1
8695668.0,1
8695669.0,1
8695670.0,1
8695672.0,1
8695675.0,0
8695677.0,1
8695679.0,1
8695681.0,1
8695682.0,13
8695683.0,0
8695685.0,0
8695688.0,1
8695689.0,1
8695690.0,1
8695691.0,1
8695694.0,1
8695697.0,1
8695703.0,1
8695706.0,1
8695707.0,1
8695708.0,1
8695710.0,1
8695711.0,0
8695715.0,1
8695717.0,1
8695718.0,0
8695720.0,0
8695722.0,0
8695724.0,0
8695725.0,-6
8695727.0,1
8695730.0,-5
8695731.0,1
8695735.0,1
8695737.0,1
8695739.0,1
8695744.0,1
8695746.0,1
8695747.0,1
8695748.0,1
8695751.0,1
8695753.0,1
8695756.0,1
8695759.0,1
8695761.0,0
8695764.0,0
8695768.0,1
8695769.0,1
8695771.0,1
8695772.0,1
8695776.0,1
8695778.0,1
8695779.0,1
8695782.0,1
8695784.0,1
8695786.0,1
8695787.0,0
8695791.0,-3
8695792.0,-4
8695794.0,-1
8695796.0,1
8695799.0,1
8695803.0,1
8695804.0,1
8695808.0,1
8695809.0,1
8695811.0,1
8695813.0,1
8695814.0,1
8695815.0,0
8695818.0,1
8695820.0,1
8695822.0,1
8695823.0,1
8695826.0,1
8695828.0,1
8695831.0,1
8695832.0,1
8695836.0,1
8695837.0,1
8695840.0,1
8695842.0,1
8695843.0,1
8695844.0,1
8695845.0,1
8695853.0,1
8695854.0,1
8695858.0,1
8695859.0,1
8695860.0,1
8695861.0,1
8695864.0,1
8695865.0,1
8695868.0,1
8695869.0,1
8695870.0,1
8695871.0,1
8695873.0,1
8696402.0,1
8696403.0,1
8696404.0,1
8696409.0,0
8696414.0,1
8696424.0,1
8696425.0,0
8696429.0,1
8696432.0,1
8696433.0,1
8696435.0,1
8696436.0,1
8696437.0,1
8696440.0,1
8696442.0,1
8696445.0,-7
8696446.0,1
8696447.0,1
8696449.0,1
8696454.0,1
8696457.0,1
8696458.0,1
8696459.0,1
8696460.0,1
8696462.0,1
8696463.0,1
8696464.0,1
8696465.0,1
8696071.0,0
8696075.0,1
8696078.0,2
8696079.0,2
8696080.0,1
8696081.0,1
8696082.0,0
8696083.0,1
8696085.0,1
8696086.0,1
8696087.0,2
8696088.0,2
8696089.0,1
8696092.0,1
8696094.0,3
8696095.0,3
8696096.0,3
8696097.0,9
8696099.0,3
8696100.0,1
8696101.0,0
8696103.0,0
8696104.0,1
8696105.0,2
8696106.0,0
8696109.0,1
8696110.0,1
8696111.0,1
8696112.0,1
8696115.0,1
8696119.0,2
8696120.0,1
8696121.0,1
8696123.0,1
8696124.0,-12
8696125.0,1
8696126.0,1
8696127.0,1
8696130.0,1
8696131.0,1
8696132.0,1
8696134.0,1
8696136.0,1
8696137.0,2
8696141.0,3
8696143.0,3
8696148.0,1
8696149.0,1
8696157.0,0
8696159.0,0
8696162.0,1
8696166.0,0
8696168.0,0
8696169.0,1
8696171.0,1
8696174.0,1
8696176.0,1
8696178.0,1
8696181.0,1
8696183.0,1
8696184.0,1
8696185.0,1
8696187.0,0
8696188.0,0
8696190.0,-2
8696191.0,1
8696192.0,1
8696196.0,1
8696197.0,1
8696199.0,1
8696202.0,1
8696203.0,1
8696204.0,-2
8696206.0,1
8696209.0,1
8696211.0,1
8696214.0,1
8696215.0,1
8696216.0,1
8696220.0,2
8696221.0,1
8696222.0,1
8696223.0,1
8696224.0,1
8696227.0,1
8696228.0,-2
8696229.0,1
8696230.0,1
8696231.0,1
8696232.0,1
8696233.0,1
8696235.0,0
8696237.0,1
8696238.0,1
8696240.0,-2
8696241.0,1
8696243.0,0
8696244.0,-1
8696246.0,1
8696250.0,1
8696251.0,1
8696255.0,1
8696258.0,1
8696264.0,1
8696267.0,1
8696268.0,0
8696269.0,0
8696270.0,1
8696272.0,1
8696273.0,7
8696275.0,1
8696276.0,1
8696278.0,-8
8696280.0,1
8696284.0,1
8696286.0,1
8696288.0,0
8696289.0,1
8696290.0,1
8696291.0,1
8696293.0,1
8696295.0,1
8696296.0,1
8696297.0,2
8696298.0,1
8696299.0,1
8696303.0,1
8696304.0,0
8696305.0,1
8696307.0,2
8696308.0,1
8696309.0,1
8696310.0,0
8696313.0,6
8696315.0,1
8696316.0,1
8696319.0,0
8696321.0,1
8696322.0,0
8696325.0,1
8696326.0,1
8696328.0,1
8696331.0,1
8696332.0,1
8696334.0,1
8696336.0,1
8696337.0,0
8696339.0,1
8696342.0,0
8696343.0,0
8696345.0,1
8696347.0,1
8696348.0,0
8696349.0,2
8696352.0,1
8696353.0,1
8696354.0,1
8696356.0,1
8696359.0,1
8696361.0,0
8696362.0,1
8696363.0,1
8696365.0,1
8696368.0,1
8696369.0,1
8696370.0,1
8696372.0,1
8696374.0,1
8696377.0,0
8696378.0,1
8696379.0,1
8696382.0,1
8696383.0,1
8696385.0,1
8696387.0,1
8696391.0,1
8696394.0,1
8696468.0,1
8696469.0,1
8696471.0,1
8696473.0,1
8696475.0,1
8696479.0,4
8696481.0,1
8696482.0,4
8696483.0,1
8696485.0,1
8696486.0,1
8696488.0,1
8696489.0,1
8696491.0,1
8696492.0,1
8696497.0,0
8696498.0,1
8696501.0,1
8696503.0,1
8696506.0,1
8696507.0,1
8696510.0,1
8696513.0,1
8696516.0,1
8696517.0,1
8696518.0,1
8696520.0,1
8696525.0,1
8696529.0,1
8696532.0,0
8696534.0,1
8696535.0,1
8696536.0,0
8696538.0,1
8696540.0,1
8696541.0,1
8696543.0,1
8696545.0,-6
8696548.0,1
8696552.0,1
8696554.0,1
8696559.0,1
8696560.0,1
8696562.0,1
8696563.0,1
8696565.0,1
8696566.0,1
8696568.0,1
8696570.0,1
8696572.0,1
8696574.0,1
8696575.0,1
8696579.0,1
8696581.0,1
8696591.0,1
8696594.0,1
8696596.0,1
8696598.0,1
8696599.0,1
8696602.0,1
8696603.0,1
8696607.0,1
8696609.0,1
8696610.0,1
8696611.0,1
8696612.0,1
8696614.0,1
8696615.0,0
8696619.0,1
8696620.0,0
8696622.0,1
8696625.0,0
8696627.0,1
8696628.0,1
8696629.0,0
8696631.0,9
8696633.0,0
8696634.0,1
8696636.0,1
8696639.0,1
8696640.0,1
8696643.0,1
8696645.0,1
8696650.0,1
8696653.0,1
8696654.0,1
8696655.0,0
8696657.0,1
8696658.0,1
8696661.0,0
8696662.0,1
8696664.0,1
8696665.0,1
8696668.0,0
8696671.0,1
8696672.0,-4
8696674.0,1
8696677.0,-1
8696679.0,1
8696681.0,1
8696683.0,1
8696685.0,1
8696689.0,1
8696691.0,1
8696693.0,0
8696694.0,1
8696696.0,1
8696699.0,1
8696700.0,1
8696703.0,1
8696704.0,1
8696706.0,1
8696709.0,-1
8696711.0,-1
8696717.0,1
8696718.0,1
8696721.0,1
8696722.0,1
8696726.0,1
8696727.0,1
8696728.0,1
8696730.0,1
8696732.0,1
8696737.0,1
8696738.0,1
8696741.0,1
8696743.0,0
8696744.0,-1
8696745.0,-1
8696746.0,-2
8696747.0,1
8696754.0,1
8696755.0,1
8696758.0,1
8696759.0,1
8696763.0,1
8696764.0,0
8696765.0,1
8696768.0,1
8696771.0,1
8696772.0,1
8696773.0,1
8696777.0,1
8696779.0,1
8696780.0,1
8696786.0,1
8696788.0,-1
8696790.0,1
8696792.0,1
8696795.0,1
8696796.0,1
8696797.0,1
8696798.0,1
8696803.0,55
8696806.0,1
8696808.0,1
8696811.0,1
8696813.0,1
8696815.0,1
8696817.0,1
8696822.0,1
8696823.0,1
8696826.0,1
8696827.0,1
8696829.0,1
8696830.0,1
8701691.0,1
8701693.0,1
8697295.0,1
8697296.0,0
8697298.0,1
8697300.0,1
8697303.0,1
8697304.0,1
8697306.0,1
8697309.0,1
8697314.0,1
8697315.0,1
8697320.0,1
8697321.0,1
8697323.0,1
8697325.0,0
8697327.0,1
8697332.0,1
8697333.0,1
8697340.0,1
8697345.0,1
8697346.0,0
8697349.0,1
8697350.0,1
8697206.0,1
8696989.0,1
8696991.0,2
8696993.0,2
8696995.0,1
8696996.0,1
8696998.0,1
8696999.0,1
8697000.0,1
8697003.0,1
8697004.0,2
8697006.0,3
8697008.0,3
8697009.0,1
8697011.0,9
8697012.0,3
8697013.0,2
8697014.0,3
8697015.0,10
8697016.0,1
8697017.0,2
8697018.0,2
8697020.0,-11
8697021.0,1
8697022.0,0
8697023.0,0
8697025.0,1
8697028.0,1
8697030.0,2
8697031.0,2
8697032.0,2
8697037.0,1
8697038.0,1
8697039.0,1
8697041.0,1
8697042.0,1
8697043.0,1
8697044.0,1
8697045.0,1
8697046.0,1
8697047.0,1
8697051.0,0
8697052.0,1
8697055.0,1
8697059.0,2
